MUNICIPIO,NOMBRE INSTITUCION EDUCATIVA,NOMBRE SEDE EDUCATIVA,ZONA,PROYECTOS DE CONECTIVIDAD 2024,OPERADOR,ESTADO,ANCHO DE BANDA DE SUBIDA (MB),ANCHO DE BANDA DESCARGA (MB),FINALIZACIÓN DEL CONTRATO,DURACIÓN_RESTANTE_CONTRATO,CALIDAD_CONECTIVIDAD,ESTADO_NUM
CÓMBITA,I.E. SAN FRANCISCO,ESC LA TOMA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
COPER,I.E. SAN MIGUEL,ESC SAN IGNACIO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
CORRALES,I.E. TECNICA JUAN JOSE SAMANIEGO,ESC REYES PATRIA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
COVARACHÍA,I.E. SAN LUIS BELTRAN,ESC EL TOPON,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
CUBARÁ,I.E. TECNICA NACIONALIZADA PABLO VI,ESC PUERTO NUEVO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
CUCAITA,I.E. SAN FELIPE,C E CHIPACATA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
CUÍTIVA,I.E. SANTO DOMINGO SAVIO,ESC RUR CORDONCILLOS,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
EL COCUY,I.E. EL CARDON,ESC LOS CUCHAROS,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
EL ESPINO,I.E. CASCAJAL,ESC PALO BLANCO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
FIRAVITOBA,I.E. TECNICA AGROPECUARIA SAN ANTONIO,ESC SAN CARLOS,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
FLORESTA,I.E. HECTOR JULIO RANGEL QUINTERO,ESC CHORRERA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
GACHANTIVÁ,I.E. GUITOQUE,C E GACHANTIVÁ VIEJO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
GAMEZA,I.E. SAZA,ESC CHITAL,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
GARAGOA,I.E. TECNICA SAN LUIS,ESC GUANICA MOLINO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
GUACAMAYAS,I.E. TECNICA SAN DIEGO DE ALCALA,ESC URAGON,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
GUAYATÁ,I.E. SOCHAQUIRA ABAJO,ESC CALICHE,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
GÜICÁN,I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,ESC SAN FRANCISCO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
IZA,I.E. TECNICA SERGIO CAMARGO,COL EDUC BAS CARICHANA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
JENESANO,I.E. TECNICO COMERCIAL,ESC BAGANIQUE BAJO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
JERICÓ,I.E. TECNICA LOPEZ QUEVEDO,ESC SAN RAFAEL,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
LA CAPILLA,I.E. LA CANDELARIA,ESC ZINC,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
LA UVITA,I.E. TECNICA NUESTRA SEÑORA DE LAS MERCEDES,SEDE SAN IGNACIO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
LA VICTORIA,I.E. ALFONSO LOPEZ PUMAREJO,ESC NOPASAL,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
MACANAL,I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,LA MESA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
MARIPÍ,I.E. JORGE ELIECER GAITAN,ESC SAN ANTONIO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
MIRAFLORES,I.E. TECNICA MIRAFLORES,ESC MORRO ARRIBA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
MONGUA,I.E. TUNJUELO,ESC SAN IGNACIO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
MONGUÍ,I.E. TECNICA DE MONGUI,ESC RURAL REGINALDO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
MOTAVITA,I.E. TECNICA SANTA CRUZ DE MOTAVITA,CENT EDUC SALVIAL,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
MUZO,I.E. CONCHA MEDINA DE SILVA,ESC GUADUALON BAJO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
NUEVO COLÓN,I.E. LLANO GRANDE,ESC CARBONERA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
OICATÁ,I.E. NICOLAS CUERVO Y ROJAS,CE SAN PEDRO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
OTANCHE,I.E. TECNICA SAMUEL IGNACIO SANTAMARIA,ESC LOS ANDES,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
PACHAVITA,I.E. TECNICA HONORIO ANGEL Y OLARTE,ESC GUACAL,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
PÁEZ,I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ,ESC RURAL YAPOMPO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
PAIPA,I.E. RAFAEL BAYONA NIÑO,ESC TOIBITA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
PAJARITO,I.E. AGROPECUARIA,SEDE SABANA LARGA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
PANQUEBA,I.E. TECNICA DE PANQUEBA,ESC ORGONIGA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
PAUNA,I.E. TECNICA AGROPECUARIA DE DESARROLLO RURAL,ESC MANOTE ALTO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
PAYA,I.E. TECNICO SIMONA AMAYA,BOCA DE MONTE,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
PAZ DE RÍO,I.E. TECNICA INDUSTRIAL Y MINERA,ESC RURAL SOAPAGA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
PESCA,I.E. EL HATO,CENT EDUC CHAVIGA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
PISBA,I.E. RAMON BARRANTES,ESC SIMÓN BOLIVAR,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
PUERTO BOYACÁ,I.E. TECNICA PUERTO SERVIEZ,ESC. MORROCALIENTE,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
QUÍPAMA,I.E. LA FLORESTA,VILLA ESPERANZA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
RAMIRIQUÍ,I.E. NAGUATA,ESC FERNANDEZ,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
RÁQUIRA,I.E. NUESTRA SEÑORA DE LA CANDELARIA,ESC FARFAN,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
RONDÓN,I.E. RANCHO GRANDE,CEN EDUC QUEBRADA HONDA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SABOYÁ,I.E. NORMAL SUPERIOR,CEN LA ROSITA BAJO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SÁCHICA,I.E. NUEVA GENERACION,CENT SAN LORENZO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SAMACÁ,I.E. TECNICA SALAMANCA,ESC RAMA BLANCA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SAN EDUARDO,I.E. TECNICA ANTONIO NARIÑO,ESC BOMBITA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SAN JOSÉ DE PARE,I.E. TECNICA LA AMISTAD,SEDE MACIEGAL,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SAN LUIS DE GACENO,I.E. TELEPALMERITAS,ESC LA FRONTERA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SAN MATEO,I.E. PAZ Y LIBERTAD,ESC HATICO HOYA DE DUARTES,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SAN MIGUEL DE SEMA,I.E. TECNICA ALFONSO VANEGAS SIERRA,ESC SIRIGAY,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SAN PABLO DE BORBUR,I.E. TECNICA PABLO VALETTE,ESC PARAMO LAGUNAS,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SANTA MARÍA,I.E. TECNICO JACINTO VEGA,CENT EDUC LA VICTORIA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SANTA ROSA DE VITERBO,I.E. TECNICA EL PORTACHUELO,ESC QUEBRADA GRANDE,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SANTA SOFÍA,I.E. TECNICO AGROPECUARIO,CENT EDUC SALITRILLO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SANTANA,I.E. TECNICA ANTONIO RICAURTE,ESC LAS QUEBRADAS,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SATIVANORTE,I.E. LUIS MANUEL PARRA CARO,ESC EL HATO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SATIVASUR,I.E. TECNICA SEÑOR DE LOS MILAGROS,ESC BURA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SIACHOQUE,I.E. TECNICA IGNACIO GIL SANABRIA,SIACHOQUE ABAJO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SOATÁ,I.E. ESCUELA NORMAL SUPERIOR LA PRESENTACION,ESC LA COSTA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SOCHA,I.E. LOS LIBERTADORES,ESCU SAGRA ARRIBA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SOCOTÁ,I.E. TECNICA JAIRO ALBARRACIN BARRERA,ESC HATO COCHIA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SOMONDOCO,I.E. TECNICA JOSE BENIGNO PERILLA,SAN SEBASTIAN ALTO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SORA,I.E. DE SORA,ESC DE PIEDRA GORDA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SORACÁ,I.E. SIMON BOLIVAR,ESC EL SALITRE,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SOTAQUIRÁ,I.E. TECNICA PABLO VI,CENT EDUC AMEZQUITAS,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SUSACÓN,I.E. NUESTRA SEÑORA DEL CARMEN,CEN ED RUR EL SALITRE,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SUTAMARCHÁN,I.E. PEDREGAL ALTO,ESC RESGUARDO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
SUTATENZA,I.E. LOS NARANJOS,ESC IRZON,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
TASCO,I.E. JORGE GUILLERMO MOJICA MARQUEZ,ESC SANTANDER,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
TENZA,I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA,APOSENTOS,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
TIBANÁ,I.E. GUSTAVO ROMERO HERNANDEZ,ESC LAVADEROS,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
TINJACÁ,I.E. MARIANO OSPINA PEREZ,ESC PROVIDENCIA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
TIPACOQUE,I.E. LUCAS CABALLERO CALDERON,ESC RURAL GALVAN,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
TOCA,I.E. TECNICA PLINIO MENDOZA NEIRA,ESC RAIBA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
TOGÜÍ,I.E. HAYDEE CAMACHO SAAVEDRA,ESC LA JUPA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
TÓPAGA,I.E. VADO CASTRO,CENT EDUC EL VERGEL,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
TOTA,I.E. JORGE ELIECER GAITAN,ESC RUR SUNGUVITA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
TUNUNGUÁ,I.E. LUIS GUILLERMO ROJAS BARRERA,ESC RUR PALMAR,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
TURMEQUÉ,I.E. DIEGO DE TORRES,ESC CHIRATÁ,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
TUTA,I.E. SAN NICOLAS,ESC SALVIAL,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
TUTAZÁ,I.E. TECNICA LA LIBERTAD,ESC PARAMO,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
UMBITA,I.E. TECNICA SAN IGNACIO,ESC LOMA GORDA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
VENTAQUEMADA,I.E. PUENTE DE PIEDRA,CENT EDUC LA PIÑUELA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
VILLA DE LEYVA,I.E. TECNICA Y ACADEMICA ANTONIO NARIÑO,ESC MONQUIRA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
VIRACACHÁ,I.E. TECNICA AGROPECUARIA,CEN EDU GALINDOS,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
ZETAQUIRA,I.E. LIBARDO CUERVO PATARROYO,LA ESPERANZA,RURAL,"INTERNET REGALIAS ""123""",COLOMBIA MAS TV,EN OPERACIÓN,10.0,10.0,2024-09-06,-11,Media,1.0
